'x','y','生态类型','瓦片类型'
50,85,sea,water
50,86,sea,water
50,87,sea,water
50,88,sea,water
50,89,land,default
50,90,land,default
50,91,sea,water
50,92,sea,water
50,93,sea,water
50,94,sea,water
50,95,sea,water
50,96,sea,water
50,97,sea,water
50,98,sea,water
50,99,sea,water
51,0,land,default
51,1,land,default
51,2,land,default
51,3,land,default
51,4,land,default
51,5,land,default
51,6,land,default
51,7,land,default
51,8,land,default
51,9,land,default
51,10,land,default
51,11,land,default
51,12,land,default
51,13,land,default
51,14,land,default
51,15,land,default
51,16,land,default
51,17,sea,water
51,18,sea,water
51,19,sea,water
51,20,sea,water
51,21,sea,water
51,22,sea,water
51,23,sea,water
51,24,sea,water
51,25,sea,water
51,26,sea,water
51,27,land,default
51,28,land,default
51,29,land,default
51,30,land,default
51,31,land,default
51,32,land,stone
51,33,land,stone
51,34,land,stone
51,35,land,stone
51,36,land,stone
51,37,land,stone
51,38,land,stone
51,39,land,stone
51,40,land,stone
51,41,land,stone
51,42,land,stone
51,43,land,stone
51,44,land,stone
51,45,land,stone
51,46,land,stone
51,47,land,stone
51,48,land,stone
51,49,land,stone
51,50,land,stone
51,51,land,stone
51,52,land,stone
51,53,land,stone
51,54,land,stone
51,55,land,stone
51,56,land,stone
51,57,land,stone
51,58,land,stone
51,59,land,stone
51,60,land,stone
51,61,land,stone
51,62,land,stone
51,63,land,stone
51,64,land,stone
51,65,land,stone
51,66,land,stone
51,67,land,stone
51,68,land,stone
51,69,land,stone
51,70,land,stone
51,71,land,stone
51,72,land,default
51,73,land,default
51,74,land,default
51,75,land,default
51,76,land,default
51,77,land,default
51,78,land,default
51,79,land,default
51,80,land,default
51,81,land,default
51,82,land,default
51,83,land,default
51,84,sea,water
51,85,sea,water
51,86,sea,water
51,87,sea,water
51,88,land,default
51,89,land,default
51,90,land,default
51,91,land,default
51,92,sea,water
51,93,sea,water
51,94,sea,water
51,95,sea,water
51,96,sea,water
51,97,sea,water
51,98,sea,water
51,99,sea,water
52,0,land,default
52,1,land,default
52,2,land,default
52,3,land,default
52,4,land,default
52,5,land,default
52,6,land,default
52,7,land,default
52,8,land,default
52,9,land,default
52,10,land,default
52,11,land,default
52,12,land,default
52,13,land,default
52,14,land,default
52,15,land,default
52,16,land,default
52,17,sea,water
52,18,sea,water
52,19,sea,water
52,20,sea,water
52,21,sea,water
52,22,sea,water
52,23,sea,water
52,24,sea,water
52,25,sea,water
52,26,sea,water
52,27,land,default
52,28,land,default
52,29,land,default
52,30,land,default
52,31,land,default
52,32,land,default
52,33,land,stone
52,34,land,stone
52,35,land,stone
52,36,land,stone
52,37,land,stone
52,38,land,stone
52,39,land,stone
52,40,land,stone
52,41,land,stone
52,42,land,stone
52,43,land,stone
52,44,land,stone
52,45,land,stone
52,46,land,stone
52,47,land,stone
52,48,land,stone
52,49,land,stone
52,50,land,stone
52,51,land,stone
52,52,land,stone
52,53,land,stone
52,54,land,stone
52,55,land,stone
52,56,land,stone
52,57,land,stone
52,58,land,stone
52,59,land,stone
52,60,land,stone
52,61,land,stone
52,62,land,stone
52,63,land,stone
52,64,land,stone
52,65,land,stone
52,66,land,stone
52,67,land,stone
52,68,land,stone
52,69,land,stone
52,70,land,stone
52,71,land,default
52,72,land,default
52,73,land,default
52,74,land,default
52,75,land,default
52,76,land,default
52,77,land,default
52,78,land,default
52,79,land,default
52,80,land,default
52,81,land,default
52,82,land,default
52,83,sea,water
52,84,sea,water
52,85,sea,water
52,86,sea,water
52,87,sea,water
52,88,land,default
52,89,land,default
52,90,land,default
52,91,land,default
52,92,sea,water
52,93,sea,water
52,94,sea,water
52,95,sea,water
52,96,sea,water
52,97,sea,water
52,98,sea,water
52,99,sea,water
53,0,land,default
53,1,land,default
53,2,land,default
53,3,land,default
53,4,land,default
53,5,land,default
53,6,land,default
53,7,land,default
53,8,land,default
53,9,land,default
53,10,land,default
53,11,land,default
53,12,land,default
53,13,land,default
53,14,land,default
53,15,land,default
53,16,sea,water
53,17,sea,water
53,18,sea,water
53,19,sea,water
53,20,sea,water
53,21,sea,water
53,22,sea,water
53,23,sea,water
53,24,sea,water
53,25,sea,water
53,26,land,default
53,27,land,default
53,28,land,default
53,29,land,default
53,30,land,default
53,31,land,default
53,32,land,default
53,33,land,stone
53,34,land,stone
53,35,land,stone
53,36,land,stone
53,37,land,stone
53,38,land,stone
53,39,land,stone
53,40,land,stone
53,41,land,stone
53,42,land,stone
53,43,land,stone
53,44,land,stone
53,45,land,stone
53,46,land,stone
53,47,land,stone
53,48,land,stone
53,49,land,stone
53,50,land,stone
53,51,land,stone
53,52,land,stone
53,53,land,stone
53,54,land,stone
53,55,land,stone
53,56,land,stone
53,57,land,stone
53,58,land,stone
53,59,land,stone
53,60,land,stone
53,61,land,stone
53,62,land,stone
53,63,land,stone
53,64,land,stone
53,65,land,stone
53,66,land,stone
53,67,land,stone
53,68,land,stone
53,69,land,stone
53,70,land,stone
53,71,land,default
53,72,land,default
53,73,land,default
53,74,land,default
53,75,land,default
53,76,land,default
53,77,land,default
53,78,land,default
53,79,land,default
53,80,land,default
53,81,land,default
53,82,land,default
53,83,sea,water
53,84,sea,water
53,85,sea,water
53,86,sea,water
53,87,land,default
53,88,land,default
53,89,land,default
53,90,land,default
53,91,land,default
53,92,land,default
53,93,sea,water
53,94,sea,water
53,95,sea,water
53,96,sea,water
53,97,sea,water
53,98,sea,water
53,99,sea,water
54,0,land,default
54,1,land,default
54,2,land,default
54,3,land,default
54,4,land,default
54,5,land,default
54,6,land,default
54,7,land,default
54,8,land,default
54,9,land,default
54,10,land,default
54,11,land,default
54,12,land,default
54,13,land,default
54,14,land,default
54,15,sea,water
54,16,sea,water
54,17,sea,water
54,18,sea,water
54,19,sea,water
54,20,sea,water
54,21,sea,water
54,22,sea,water
54,23,sea,water
54,24,sea,water
54,25,land,default
54,26,land,default
54,27,land,default
54,28,land,default
54,29,land,default
54,30,land,default
54,31,land,default
54,32,land,default
54,33,land,stone
54,34,land,stone
54,35,land,stone
54,36,land,stone
54,37,land,stone
54,38,land,stone
54,39,land,stone
54,40,land,stone
54,41,land,stone
54,42,land,stone
54,43,land,stone
54,44,land,stone
54,45,land,stone
54,46,land,stone
54,47,land,stone
54,48,land,stone
54,49,land,stone
54,50,land,stone
54,51,land,stone
54,52,land,stone
54,53,land,stone
54,54,land,stone
54,55,land,stone
54,56,land,stone
54,57,land,stone
54,58,land,stone
54,59,land,stone
54,60,land,stone
54,61,land,stone
54,62,land,stone
54,63,land,stone
54,64,land,stone
54,65,land,stone
54,66,land,stone
54,67,land,stone
54,68,land,stone
54,69,land,stone
54,70,land,stone
54,71,land,default
54,72,land,default
54,73,land,default
54,74,land,default
54,75,land,default
54,76,land,default
54,77,land,default
54,78,land,default
54,79,land,default
54,80,land,default
54,81,land,default
54,82,sea,water
54,83,sea,water
54,84,sea,water
54,85,sea,water
54,86,sea,water
54,87,land,default
54,88,land,default
54,89,land,default
54,90,land,default
54,91,land,default
54,92,land,default
54,93,sea,water
54,94,sea,water
54,95,sea,water
54,96,sea,water
54,97,sea,water
54,98,sea,water
54,99,sea,water
55,0,land,default
55,1,land,default
55,2,land,default
55,3,land,default
55,4,land,default
55,5,land,default
55,6,land,default
55,7,land,default
55,8,land,default
55,9,land,default
55,10,land,default
55,11,land,default
55,12,land,default
55,13,land,default
55,14,land,default
55,15,sea,water
55,16,sea,water
55,17,sea,water
55,18,sea,water
55,19,sea,water
55,20,sea,water
55,21,sea,water
55,22,sea,water
55,23,sea,water
55,24,land,default
55,25,land,default
55,26,land,default
55,27,land,default
55,28,land,default
55,29,land,default
55,30,land,default
55,31,land,default
55,32,land,default
55,33,land,stone
55,34,land,stone
55,35,land,stone
55,36,land,stone
55,37,land,stone
55,38,land,stone
55,39,land,stone
55,40,land,stone
55,41,land,stone
55,42,land,stone
55,43,land,stone
55,44,land,stone
55,45,land,stone
55,46,land,stone
55,47,land,stone
55,48,land,stone
55,49,land,stone
55,50,land,stone
55,51,land,stone
55,52,land,stone
55,53,land,stone
55,54,land,stone
55,55,land,stone
55,56,land,stone
55,57,land,stone
55,58,land,stone
55,59,land,stone
55,60,land,stone
55,61,land,stone
55,62,land,stone
55,63,land,stone
55,64,land,stone
55,65,land,stone
55,66,land,stone
55,67,land,stone
55,68,land,stone
55,69,land,stone
55,70,land,stone
55,71,land,default
55,72,land,default
55,73,land,default
55,74,land,default
55,75,land,default
55,76,land,default
55,77,land,default
55,78,land,default
55,79,land,default
55,80,land,default
55,81,land,default
55,82,sea,water
55,83,sea,water
55,84,sea,water
55,85,sea,water
55,86,land,default
55,87,land,default
55,88,land,default
55,89,land,default
55,90,land,default
55,91,land,default
55,92,land,default
55,93,land,default
55,94,sea,water
55,95,sea,water
55,96,sea,water
55,97,sea,water
55,98,sea,water
55,99,sea,water
56,0,land,default
56,1,land,default
56,2,land,default
56,3,land,default
56,4,land,default
56,5,land,default
56,6,land,default
56,7,land,default
56,8,land,default
56,9,land,default
56,10,land,default
56,11,land,default
56,12,land,default
56,13,land,default
56,14,sea,water
56,15,sea,water
56,16,sea,water
56,17,sea,water
56,18,sea,water
56,19,sea,water
56,20,sea,water
56,21,sea,water
56,22,sea,water
56,23,sea,water
56,24,land,default
56,25,land,default
56,26,land,default
56,27,land,default
56,28,land,default
56,29,land,default
56,30,land,default
56,31,land,default
56,32,land,default
56,33,land,default
56,34,land,stone
56,35,land,stone
56,36,land,stone
56,37,land,stone
56,38,land,stone
56,39,land,stone
56,40,land,stone
56,41,land,stone
56,42,land,stone
56,43,land,stone
56,44,land,stone
56,45,land,stone
56,46,land,stone
56,47,land,stone
56,48,land,stone
56,49,land,stone
56,50,land,stone
56,51,land,stone
56,52,land,stone
56,53,land,stone
56,54,land,stone
56,55,land,stone
56,56,land,stone
56,57,land,stone
56,58,land,stone
56,59,land,stone
56,60,land,stone
56,61,land,stone
56,62,land,stone
56,63,land,stone
56,64,land,stone
56,65,land,stone
56,66,land,stone
56,67,land,stone
56,68,land,stone
56,69,land,stone
56,70,land,default
56,71,land,default
56,72,land,default
56,73,land,default
56,74,land,default
56,75,land,default
56,76,land,default
56,77,land,default
56,78,land,default
56,79,land,default
56,80,land,default
56,81,land,default
56,82,sea,water
56,83,sea,water
56,84,sea,water
56,85,sea,water
56,86,land,default
56,87,land,default
56,88,land,default
56,89,land,default
56,90,land,default
56,91,land,default
56,92,land,default
56,93,land,default
56,94,sea,water
56,95,sea,water
56,96,sea,water
56,97,sea,water
56,98,sea,water
56,99,sea,water
57,0,land,default
57,1,land,default
57,2,land,default
57,3,land,default
57,4,land,default
57,5,land,default
57,6,land,default
57,7,land,default
57,8,land,default
57,9,land,default
57,10,land,default
57,11,land,default
57,12,land,default
57,13,sea,water
57,14,sea,water
57,15,sea,water
57,16,sea,water
57,17,sea,water
57,18,sea,water
57,19,sea,water
57,20,sea,water
57,21,sea,water
57,22,sea,water
57,23,land,default
57,24,land,default
57,25,land,default
57,26,land,default
57,27,land,default
57,28,land,default
57,29,land,default
57,30,land,default
57,31,land,default
57,32,land,default
57,33,land,default
57,34,land,stone
57,35,land,stone
57,36,land,stone
57,37,land,stone
57,38,land,stone
57,39,land,stone
57,40,land,stone
57,41,land,stone
57,42,land,stone
57,43,land,stone
57,44,land,stone
57,45,land,stone
57,46,land,stone
57,47,land,stone
57,48,land,stone
57,49,land,stone
57,50,land,stone
57,51,land,stone
57,52,land,stone
57,53,land,stone
57,54,land,stone
57,55,land,stone
57,56,land,stone
57,57,land,stone
57,58,land,stone
57,59,land,stone
57,60,land,stone
57,61,land,stone
57,62,land,stone
57,63,land,stone
57,64,land,stone
57,65,land,stone
57,66,land,stone
57,67,land,stone
57,68,land,stone
57,69,land,stone
57,70,land,default
57,71,land,default
57,72,land,default
57,73,land,default
57,74,land,default
57,75,land,default
57,76,land,default
57,77,land,default
57,78,land,default
57,79,land,default
57,80,land,default
57,81,sea,water
57,82,sea,water
57,83,sea,water
57,84,sea,water
57,85,sea,water
57,86,land,default
57,87,land,default
57,88,land,default
57,89,land,default
57,90,land,default
57,91,land,default
57,92,land,default
57,93,land,default
57,94,land,default
57,95,sea,water
57,96,sea,water
57,97,sea,water
57,98,sea,water
57,99,sea,water
58,0,land,default
58,1,land,default
58,2,land,default
58,3,land,default
58,4,land,default
58,5,land,default
58,6,land,default
58,7,land,default
58,8,land,default
58,9,land,default
58,10,land,default
58,11,land,default
58,12,land,default
58,13,sea,water
58,14,sea,water
58,15,sea,water
58,16,sea,water
58,17,sea,water
58,18,sea,water
58,19,sea,water
58,20,sea,water
58,21,sea,water
58,22,land,default
58,23,land,default
58,24,land,default
58,25,land,default
58,26,land,default
58,27,land,default
58,28,land,default
58,29,land,default
58,30,land,default
58,31,land,default
58,32,land,default
58,33,land,default
58,34,land,default
58,35,land,stone
58,36,land,stone
58,37,land,stone
58,38,land,stone
58,39,land,stone
58,40,land,stone
58,41,land,stone
58,42,land,stone
58,43,land,stone
58,44,land,stone
58,45,land,stone
58,46,land,stone
58,47,land,stone
58,48,land,stone
58,49,land,stone
58,50,land,stone
58,51,land,stone
58,52,land,stone
58,53,land,stone
58,54,land,stone
58,55,land,stone
58,56,land,stone
58,57,land,stone
58,58,land,stone
58,59,land,stone
58,60,land,stone
58,61,land,stone
58,62,land,stone
58,63,land,stone
58,64,land,stone
58,65,land,stone
58,66,land,stone
58,67,land,stone
58,68,land,stone
58,69,land,default
58,70,land,default
58,71,land,default
58,72,land,default
58,73,land,default
58,74,land,default
58,75,land,default
58,76,land,default
58,77,land,default
58,78,land,default
58,79,land,default
58,80,land,default
58,81,sea,water
58,82,sea,water
58,83,sea,water
58,84,sea,water
58,85,land,default
58,86,land,default
58,87,land,default
58,88,land,default
58,89,land,default
58,90,land,default
58,91,land,default
58,92,land,default
58,93,land,default
58,94,land,default
58,95,sea,water
58,96,sea,water
58,97,sea,water
58,98,sea,water
58,99,sea,water
59,0,land,default
59,1,land,default
59,2,land,default
59,3,land,default
59,4,land,default
59,5,land,default
59,6,land,default
59,7,land,default
59,8,land,default
59,9,land,default
59,10,land,default
59,11,land,default
59,12,sea,water
59,13,sea,water
59,14,sea,water
59,15,sea,water
59,16,sea,water
59,17,sea,water
59,18,sea,water
59,19,sea,water
59,20,sea,water
59,21,sea,water
59,22,land,default
59,23,land,default
59,24,land,default
59,25,land,default
59,26,land,default
59,27,land,default
59,28,land,default
59,29,land,default
59,30,land,default
59,31,land,default
59,32,land,default
59,33,land,default
59,34,land,default
59,35,land,default
59,36,land,stone
59,37,land,stone
59,38,land,stone
59,39,land,stone
59,40,land,stone
59,41,land,stone
59,42,land,stone
59,43,land,stone
59,44,land,stone
59,45,land,stone
59,46,land,stone
59,47,land,stone
59,48,land,stone
59,49,land,stone
59,50,land,stone
59,51,land,stone
59,52,land,stone
59,53,land,stone
59,54,land,stone
59,55,land,stone
59,56,land,stone
59,57,land,stone
59,58,land,stone
59,59,land,stone
59,60,land,stone
59,61,land,stone
59,62,land,stone
59,63,land,stone
59,64,land,stone
59,65,land,stone
59,66,land,stone
59,67,land,stone
59,68,land,default
59,69,land,default
59,70,land,default
59,71,land,default
59,72,land,default
59,73,land,default
59,74,land,default
59,75,land,default
59,76,land,default
59,77,land,default
59,78,land,default
59,79,land,default
59,80,land,default
59,81,sea,water
59,82,sea,water
59,83,sea,water
59,84,sea,water
59,85,land,default
59,86,land,default
59,87,land,default
59,88,land,default
59,89,land,default
59,90,land,default
59,91,land,default
59,92,land,default
59,93,land,default
59,94,land,default
59,95,sea,water
59,96,sea,water
59,97,sea,water
59,98,sea,water
59,99,sea,water
60,0,land,default
60,1,land,default
60,2,land,default
60,3,land,default
60,4,land,default
60,5,land,default
60,6,land,default
60,7,land,default
60,8,land,default
60,9,land,default
60,10,land,default
60,11,sea,water
60,12,sea,water
60,13,sea,water
60,14,sea,water
60,15,sea,water
60,16,sea,water
60,17,sea,water
60,18,sea,water
60,19,sea,water
60,20,sea,water
60,21,land,default
60,22,land,default
60,23,land,default
60,24,land,default
60,25,land,default
60,26,land,default
60,27,land,default
60,28,land,default
60,29,land,default
60,30,land,default
60,31,land,default
60,32,land,default
60,33,land,default
60,34,land,default
60,35,land,default
60,36,land,stone
60,37,land,stone
60,38,land,stone
60,39,land,stone
60,40,land,stone
60,41,land,stone
60,42,land,stone
60,43,land,stone
60,44,land,stone
60,45,land,stone
60,46,land,stone
60,47,land,stone
60,48,land,stone
60,49,land,stone
60,50,land,stone
60,51,land,stone
60,52,land,stone
60,53,land,stone
60,54,land,stone
60,55,land,stone
60,56,land,stone
60,57,land,stone
60,58,land,stone
60,59,land,stone
60,60,land,stone
60,61,land,stone
60,62,land,stone
60,63,land,stone
60,64,land,stone
60,65,land,stone
60,66,land,stone
60,67,land,stone
60,68,land,default
60,69,land,default
60,70,land,default
60,71,land,default
60,72,land,default
60,73,land,default
60,74,land,default
60,75,land,default
60,76,land,default
60,77,land,default
60,78,land,default
60,79,land,default
60,80,sea,water
60,81,sea,water
60,82,sea,water
60,83,sea,water
60,84,sea,water
60,85,land,default
60,86,land,default
60,87,land,default
60,88,land,default
60,89,land,default
60,90,land,default
60,91,land,default
60,92,land,default
60,93,land,default
60,94,land,default
60,95,land,default
60,96,sea,water
60,97,sea,water
60,98,sea,water
60,99,sea,water
61,0,land,default
61,1,land,default
61,2,land,default
61,3,land,default
61,4,land,default
61,5,land,default
61,6,land,default
61,7,land,default
61,8,land,default
61,9,land,default
61,10,sea,water
61,11,sea,water
61,12,sea,water
61,13,sea,water
61,14,sea,water
61,15,sea,water
61,16,sea,water
61,17,sea,water
61,18,sea,water
61,19,sea,water
61,20,land,default
61,21,land,default
61,22,land,default
61,23,land,default
61,24,land,default
61,25,land,default
61,26,land,default
61,27,land,default
61,28,land,default
61,29,land,default
61,30,land,default
61,31,land,default
61,32,land,default
61,33,land,default
61,34,land,default
61,35,land,default
61,36,land,default
61,37,land,stone
61,38,land,stone
61,39,land,stone
61,40,land,stone
61,41,land,stone
61,42,land,stone
61,43,land,stone
61,44,land,stone
61,45,land,stone
61,46,land,stone
61,47,land,stone
61,48,land,stone
61,49,land,stone
61,50,land,stone
61,51,land,stone
61,52,land,stone
61,53,land,stone
61,54,land,stone
61,55,land,stone
61,56,land,stone
61,57,land,stone
61,58,land,stone
61,59,land,stone
61,60,land,stone
61,61,land,stone
61,62,land,stone
61,63,land,stone
61,64,land,stone
61,65,land,stone
61,66,land,stone
61,67,land,default
61,68,land,default
61,69,land,default
61,70,land,default
61,71,land,default
61,72,land,default
61,73,land,default
61,74,land,default
61,75,land,default
61,76,land,default
61,77,land,default
61,78,land,default
61,79,land,default
61,80,sea,water
61,81,sea,water
61,82,sea,water
61,83,sea,water
61,84,land,default
61,85,land,default
61,86,land,default
61,87,land,default
61,88,land,default
61,89,land,default
61,90,land,default
61,91,land,default
61,92,land,default
61,93,land,default
61,94,land,default
61,95,land,default
61,96,sea,water
61,97,sea,water
61,98,land,default
61,99,land,default
62,0,land,default
62,1,land,default
62,2,land,default
62,3,land,default
62,4,land,default
62,5,land,default
62,6,land,default
62,7,land,default
62,8,land,default
62,9,land,default
62,10,sea,water
62,11,sea,water
62,12,sea,water
62,13,sea,water
62,14,sea,water
62,15,sea,water
62,16,sea,water
62,17,sea,water
62,18,sea,water
62,19,sea,water
62,20,land,default
62,21,land,default
62,22,land,default
62,23,land,default
62,24,land,default
62,25,land,default
62,26,land,default
62,27,land,default
62,28,land,default
62,29,land,default
62,30,land,default
62,31,land,default
62,32,land,default
62,33,land,default
62,34,land,default
62,35,land,default
62,36,land,default
62,37,land,default
62,38,land,stone
62,39,land,stone
62,40,land,stone
62,41,land,stone
62,42,land,stone
62,43,land,stone
62,44,land,stone
62,45,land,stone
62,46,land,stone
62,47,land,stone
62,48,land,stone
62,49,land,stone
62,50,land,stone
62,51,land,stone
62,52,land,stone
62,53,land,stone
62,54,land,stone
62,55,land,stone
62,56,land,stone
62,57,land,stone
62,58,land,stone
62,59,land,stone
62,60,land,stone
62,61,land,stone
62,62,land,stone
62,63,land,stone
62,64,land,stone
62,65,land,stone
62,66,land,default
62,67,land,default
62,68,land,default
62,69,land,default
62,70,land,default
62,71,land,default
62,72,land,default
62,73,land,default
62,74,land,default
62,75,land,default
62,76,land,default
62,77,land,default
62,78,land,default
62,79,land,default
62,80,sea,water
62,81,sea,water
62,82,sea,water
62,83,sea,water
62,84,land,default
62,85,land,default
62,86,land,default
62,87,land,default
62,88,land,default
62,89,land,default
62,90,land,default
62,91,land,default
62,92,land,default
62,93,land,default
62,94,land,default
62,95,land,default
62,96,land,default
62,97,land,default
62,98,land,default
62,99,land,default
63,0,land,default
63,1,land,default
63,2,land,default
63,3,land,default
63,4,land,default
63,5,land,default
63,6,land,default
63,7,land,default
63,8,land,default
63,9,sea,water
63,10,sea,water
63,11,sea,water
63,12,sea,water
63,13,sea,water
63,14,sea,water
63,15,sea,water
63,16,sea,water
63,17,sea,water
63,18,sea,water
63,19,land,default
63,20,land,default
63,21,land,default
63,22,land,default
63,23,land,default
63,24,land,default
63,25,land,default
63,26,land,default
63,27,land,default
63,28,land,default
63,29,land,default
63,30,land,default
63,31,land,default
63,32,land,default
63,33,land,default
63,34,land,default
63,35,land,default
63,36,land,default
63,37,land,default
63,38,land,default
63,39,land,stone
63,40,land,stone
63,41,land,stone
63,42,land,stone
63,43,land,stone
63,44,land,stone
63,45,land,stone
63,46,land,stone
63,47,land,stone
63,48,land,stone
63,49,land,stone
63,50,land,stone
63,51,land,stone
63,52,land,stone
63,53,land,stone
63,54,land,stone
63,55,land,stone
63,56,land,stone
63,57,land,stone
63,58,land,stone
63,59,land,stone
63,60,land,stone
63,61,land,stone
63,62,land,stone
63,63,land,stone
63,64,land,stone
63,65,land,default
63,66,land,default
63,67,land,default
63,68,land,default
63,69,land,default
63,70,land,default
63,71,land,default
63,72,land,default
63,73,land,default
63,74,land,default
63,75,land,default
63,76,land,default
63,77,land,default
63,78,land,default
63,79,sea,water
63,80,sea,water
63,81,sea,water
63,82,sea,water
63,83,sea,water
63,84,land,default
63,85,land,default
63,86,land,default
63,87,land,default
63,88,land,default
63,89,land,default
63,90,land,default
63,91,land,default
63,92,land,default
63,93,land,default
63,94,land,default
63,95,land,default
63,96,land,default
63,97,land,default
63,98,land,default
63,99,land,default
64,0,land,default
64,1,land,default
64,2,land,default
64,3,land,default
64,4,land,default
64,5,land,default
64,6,land,default
64,7,land,default
64,8,sea,water
64,9,sea,water
64,10,sea,water
64,11,sea,water
64,12,sea,water
64,13,sea,water
64,14,sea,water
64,15,sea,water
64,16,sea,water
64,17,sea,water
64,18,land,default
64,19,land,default
64,20,land,default
64,21,land,default
64,22,land,default
64,23,land,default
64,24,land,default
64,25,land,default
64,26,land,default
64,27,land,default
64,28,land,default
64,29,land,default
64,30,land,default
64,31,land,default
64,32,land,default
64,33,land,default
64,34,land,default
64,35,land,default
64,36,land,default
64,37,land,default
64,38,land,default
64,39,land,default
64,40,land,default
64,41,land,stone
64,42,land,stone
64,43,land,stone
64,44,land,stone
64,45,land,stone
64,46,land,stone
64,47,land,stone
64,48,land,stone
64,49,land,stone
64,50,land,stone
64,51,land,stone
64,52,land,stone
64,53,land,stone
64,54,land,stone
64,55,land,stone
64,56,land,stone
64,57,land,stone
64,58,land,stone
64,59,land,stone
64,60,land,stone
64,61,land,stone
64,62,land,stone
64,63,land,default
64,64,land,default
64,65,land,default
64,66,land,default
64,67,land,default
64,68,land,default
64,69,land,default
64,70,land,default
64,71,land,default
64,72,land,default
64,73,land,default
64,74,land,default
64,75,land,default
64,76,land,default
64,77,land,default
64,78,land,default
64,79,sea,water
64,80,sea,water
64,81,sea,water
64,82,sea,water
64,83,land,default
64,84,land,default
64,85,land,default
64,86,land,default
64,87,land,default
64,88,land,default
64,89,land,default
64,90,land,default
64,91,land,default
64,92,land,default
64,93,land,default
64,94,land,default
64,95,land,default
64,96,land,default
64,97,land,default
64,98,land,default
64,99,land,default
65,0,land,default
65,1,land,default
65,2,land,default
65,3,land,default
65,4,land,default
65,5,land,default
65,6,land,default
65,7,land,default
65,8,sea,water
65,9,sea,water
65,10,sea,water
65,11,sea,water
65,12,sea,water
65,13,sea,water
65,14,sea,water
65,15,sea,water
65,16,sea,water
65,17,land,default
65,18,land,default
65,19,land,default
65,20,land,default
65,21,land,default
65,22,land,default
65,23,land,default
65,24,land,default
65,25,land,default
65,26,land,default
65,27,land,default
65,28,land,default
65,29,land,default
65,30,land,default
65,31,land,default
65,32,land,default
65,33,land,default
65,34,land,default
65,35,land,default
65,36,land,default
65,37,land,default
65,38,land,default
65,39,land,default
65,40,land,default
65,41,land,default
65,42,land,stone
65,43,land,stone
65,44,land,stone
65,45,land,stone
65,46,land,stone
65,47,land,stone
65,48,land,stone
65,49,land,stone
65,50,land,stone
65,51,land,stone
65,52,land,stone
65,53,land,stone
65,54,land,stone
65,55,land,stone
65,56,land,stone
65,57,land,stone
65,58,land,stone
65,59,land,stone
65,60,land,stone
65,61,land,stone
65,62,land,default
65,63,land,default
65,64,land,default
65,65,land,default
65,66,land,default
65,67,land,default
65,68,land,default
65,69,land,default
65,70,land,default
65,71,land,default
65,72,land,default
65,73,land,default
65,74,land,default
65,75,land,default
65,76,land,default
65,77,land,default
65,78,land,default
65,79,sea,water
65,80,sea,water
65,81,sea,water
65,82,sea,water
65,83,land,default
65,84,land,default
65,85,land,default
65,86,land,default
65,87,land,default
65,88,land,default
65,89,land,default
65,90,land,default
65,91,land,default
65,92,land,default
65,93,land,default
65,94,land,default
65,95,land,default
65,96,land,default
65,97,land,default
65,98,land,default
65,99,land,default
66,0,land,default
66,1,land,default
66,2,land,default
66,3,land,default
66,4,land,default
66,5,land,default
66,6,land,default
66,7,sea,water
66,8,sea,water
66,9,sea,water
66,10,sea,water
66,11,sea,water
66,12,sea,water
66,13,sea,water
66,14,sea,water
66,15,sea,water
66,16,sea,water
66,17,land,default
66,18,land,default
66,19,land,default
66,20,land,default
66,21,land,default
66,22,land,default
66,23,land,default
66,24,land,default
66,25,land,default
66,26,land,default
66,27,land,default
66,28,land,default
66,29,land,default
66,30,land,default
66,31,land,default
66,32,land,default
66,33,land,default
66,34,land,default
66,35,land,default
66,36,land,default
66,37,land,default
66,38,land,default
66,39,land,default
66,40,land,default
66,41,land,default
66,42,land,default
66,43,land,default
66,44,land,stone
66,45,land,stone
66,46,land,stone
66,47,land,stone
66,48,land,stone
66,49,land,stone
66,50,land,stone
66,51,land,stone
66,52,land,stone
66,53,land,stone
66,54,land,stone
66,55,land,stone
66,56,land,stone
66,57,land,stone
66,58,land,stone
66,59,land,stone
66,60,land,default
66,61,land,default
66,62,land,default
66,63,land,default
66,64,land,default
66,65,land,default
66,66,land,default
66,67,land,default
66,68,land,default
66,69,land,default
66,70,land,default
66,71,land,default
66,72,land,default
66,73,land,default
66,74,land,default
66,75,land,default
66,76,land,default
66,77,land,default
66,78,sea,water
66,79,sea,water
66,80,sea,water
66,81,sea,water
66,82,land,default
66,83,land,default
66,84,land,default
66,85,land,default
66,86,land,default
66,87,land,default
66,88,land,default
66,89,land,default
66,90,land,default
66,91,land,default
66,92,land,default
66,93,land,default
66,94,land,default
66,95,land,default
66,96,land,default
66,97,land,default
66,98,land,default
66,99,land,default
67,0,land,default
67,1,land,default
67,2,land,default
67,3,land,default
67,4,land,default
67,5,land,default
67,6,sea,water
67,7,sea,water
67,8,sea,water
67,9,sea,water
67,10,sea,water
67,11,sea,water
67,12,sea,water
67,13,sea,water
67,14,sea,water
67,15,sea,water
67,16,land,default
67,17,land,default
67,18,land,default
67,19,land,default
67,20,land,default
67,21,land,default
67,22,land,default
67,23,land,default
67,24,land,default
67,25,land,default
67,26,land,default
67,27,land,default
67,28,land,default
67,29,land,default
